Cogs,Cogs - Split 2,Country,Date,Discount Band,Discounts,Gross Sales,Manufacturing Price,Month Name,Month Number,Product,Profit,Sale Price,Sales,Segment,Units Sold,Year,Year (copy),Avg Discounts ,COGS to Sales,Discounts - Split 2,Gross Sales - Split 2,Profit - Split 2,Profit Margin,Sales - Split 2,Total Discounts,Total Revenue,Units Sold - Split 2
" $436,540.00 ",436540,Mexico,09-01-2014,Medium," $35,259.00 "," $587,650.00 ",$260.00,September,9,Amarilla," $115,851.00 ",$350.00," $552,391.00 ",Government," $1,679.00 ",2014,2014,35259,0.790273556,35259,587650,115851,0.209726444,552391,35259,587650,1679
" $189,020.00 ",189020,United States of America,10-01-2013,Medium," $15,267.00 "," $254,450.00 ",$260.00,October,10,Amarilla," $50,163.00 ",$350.00," $239,183.00 ",Government,$727.00,2013,2013,15267,0.790273556,15267,254450,50163,0.209726444,239183,15267,254450,727
" $7,015.00 ",7015,France,10-01-2013,Medium,$589.26," $9,821.00 ",$260.00,October,10,Amarilla," $2,216.74 ",$7.00," $9,231.74 ",Government," $1,403.00 ",2013,2013,589.26,0.759878419,589.26,9821,2216.74,0.240121581,9231.74,589.26,9821,1403
" $539,760.00 ",539760,France,10-01-2013,Medium," $43,596.00 "," $726,600.00 ",$260.00,October,10,Amarilla," $143,244.00 ",$350.00," $683,004.00 ",Government," $2,076.00 ",2013,2013,43596,0.790273556,43596,726600,143244,0.209726444,683004,43596,726600,2076
" $17,570.00 ",17570,France,10-01-2013,Medium," $2,108.40 "," $35,140.00 ",$5.00,October,10,Montana," $15,461.60 ",$20.00," $33,031.60 ",Government," $1,757.00 ",2013,2013,2108.4,0.531914894,2108.4,35140,15461.6,0.468085106,33031.6,2108.4,35140,1757
" $21,980.00 ",21980,United States of America,08-01-2014,Medium," $1,978.20 "," $32,970.00 ",$10.00,August,8,Paseo," $9,011.80 ",$15.00," $30,991.80 ",Midmarket," $2,198.00 ",2014,2014,1978.2,0.709219858,1978.2,32970,9011.8,0.290780142,30991.8,1978.2,32970,2198
" $17,430.00 ",17430,Germany,08-01-2014,Medium," $1,568.70 "," $26,145.00 ",$10.00,August,8,Paseo," $7,146.30 ",$15.00," $24,576.30 ",Midmarket," $1,743.00 ",2014,2014,1568.7,0.709219858,1568.7,26145,7146.3,0.290780142,24576.3,1568.7,26145,1743
" $11,530.00 ",11530,United States of America,10-01-2014,Medium," $1,037.70 "," $17,295.00 ",$10.00,October,10,Paseo," $4,727.30 ",$15.00," $16,257.30 ",Midmarket," $1,153.00 ",2014,2014,1037.7,0.709219858,1037.7,17295,4727.3,0.290780142,16257.3,1037.7,17295,1153
" $17,570.00 ",17570,France,10-01-2013,Medium," $2,108.40 "," $35,140.00 ",$10.00,October,10,Paseo," $15,461.60 ",$20.00," $33,031.60 ",Government," $1,757.00 ",2013,2013,2108.4,0.531914894,2108.4,35140,15461.6,0.468085106,33031.6,2108.4,35140,1757
" $10,010.00 ",10010,Germany,08-01-2014,Medium," $1,201.20 "," $20,020.00 ",$120.00,August,8,Velo," $8,808.80 ",$20.00," $18,818.80 ",Government," $1,001.00 ",2014,2014,1201.2,0.531914894,1201.2,20020,8808.8,0.468085106,18818.8,1201.2,20020,1001
" $6,665.00 ",6665,Mexico,11-01-2014,Medium,$559.86," $9,331.00 ",$120.00,November,11,Velo," $2,106.14 ",$7.00," $8,771.14 ",Government," $1,333.00 ",2014,2014,559.86,0.759878419,559.86,9331,2106.14,0.240121581,8771.14,559.86,9331,1333
" $11,530.00 ",11530,United States of America,10-01-2014,Medium," $1,037.70 "," $17,295.00 ",$250.00,October,10,VTT," $4,727.30 ",$15.00," $16,257.30 ",Midmarket," $1,153.00 ",2014,2014,1037.7,0.709219858,1037.7,17295,4727.3,0.290780142,16257.3,1037.7,17295,1153
" $2,181.00 ",2181,Mexico,02-01-2014,Medium,$610.68," $8,724.00 ",$3.00,February,2,Carretera," $5,932.32 ",$12.00," $8,113.32 ",Channel Partners,$727.00,2014,2014,610.68,0.268817204,610.68,8724,5932.32,0.731182796,8113.32,610.68,8724,727
" $5,652.00 ",5652,Canada,08-01-2014,Medium," $1,582.56 "," $22,608.00 ",$3.00,August,8,Carretera," $15,373.44 ",$12.00," $21,025.44 ",Channel Partners," $1,884.00 ",2014,2014,1582.56,0.268817204,1582.56,22608,15373.44,0.731182796,21025.44,1582.56,22608,1884
" $18,340.00 ",18340,Mexico,09-01-2013,Medium," $2,567.60 "," $36,680.00 ",$3.00,September,9,Carretera," $15,772.40 ",$20.00," $34,112.40 ",Government," $1,834.00 ",2013,2013,2567.6,0.537634409,2567.6,36680,15772.4,0.462365591,34112.4,2567.6,36680,1834
" $7,020.00 ",7020,Mexico,01-01-2014,Medium," $1,965.60 "," $28,080.00 ",$5.00,January,1,Montana," $19,094.40 ",$12.00," $26,114.40 ",Channel Partners," $2,340.00 ",2014,2014,1965.6,0.268817204,1965.6,28080,19094.4,0.731182796,26114.4,1965.6,28080,2340
" $7,026.00 ",7026,France,11-01-2014,Medium," $1,967.28 "," $28,104.00 ",$5.00,November,11,Montana," $19,110.72 ",$12.00," $26,136.72 ",Channel Partners," $2,342.00 ",2014,2014,1967.28,0.268817204,1967.28,28104,19110.72,0.731182796,26136.72,1967.28,28104,2342
" $5,155.00 ",5155,France,09-01-2013,Medium,$505.19," $7,217.00 ",$10.00,September,9,Paseo," $1,556.81 ",$7.00," $6,711.81 ",Government," $1,031.00 ",2013,2013,505.19,0.768049155,505.19,7217,1556.81,0.231950845,6711.81,505.19,7217,1031
" $12,620.00 ",12620,Canada,05-01-2014,Medium," $1,325.10 "," $18,930.00 ",$120.00,May,5,Velo," $4,984.90 ",$15.00," $17,604.90 ",Midmarket," $1,262.00 ",2014,2014,1325.1,0.716845878,1325.1,18930,4984.9,0.283154122,17604.9,1325.1,18930,1262
" $5,675.00 ",5675,Canada,06-01-2014,Medium,$556.15," $7,945.00 ",$120.00,June,6,Velo," $1,713.85 ",$7.00," $7,388.85 ",Government," $1,135.00 ",2014,2014,556.15,0.768049155,556.15,7945,1713.85,0.231950845,7388.85,556.15,7945,1135
" $2,735.00 ",2735,United States of America,11-01-2014,Medium,$268.03," $3,829.00 ",$120.00,November,11,Velo,$825.97,$7.00," $3,560.97 ",Government,$547.00,2014,2014,268.03,0.768049155,268.03,3829,825.97,0.231950845,3560.97,268.03,3829,547
" $7,910.00 ",7910,Canada,12-01-2014,Medium,$775.18," $11,074.00 ",$120.00,December,12,Velo," $2,388.82 ",$7.00," $10,298.82 ",Government," $1,582.00 ",2014,2014,775.18,0.768049155,775.18,11074,2388.82,0.231950845,10298.82,775.18,11074,1582
" $5,215.50 ",5215.5,France,04-01-2014,Medium," $1,460.34 "," $20,862.00 ",$250.00,April,4,VTT," $14,186.16 ",$12.00," $19,401.66 ",Channel Partners," $1,738.50 ",2014,2014,1460.34,0.268817204,1460.34,20862,14186.16,0.731182796,19401.66,1460.34,20862,1738.5
" $6,645.00 ",6645,Germany,09-01-2013,Medium," $1,860.60 "," $26,580.00 ",$250.00,September,9,VTT," $18,074.40 ",$12.00," $24,719.40 ",Channel Partners," $2,215.00 ",2013,2013,1860.6,0.268817204,1860.6,26580,18074.4,0.731182796,24719.4,1860.6,26580,2215
" $7,910.00 ",7910,Canada,12-01-2014,Medium,$775.18," $11,074.00 ",$250.00,December,12,VTT," $2,388.82 ",$7.00," $10,298.82 ",Government," $1,582.00 ",2014,2014,775.18,0.768049155,775.18,11074,2388.82,0.231950845,10298.82,775.18,11074,1582
" $5,675.00 ",5675,Canada,06-01-2014,Medium,$556.15," $7,945.00 ",$260.00,June,6,Amarilla," $1,713.85 ",$7.00," $7,388.85 ",Government," $1,135.00 ",2014,2014,556.15,0.768049155,556.15,7945,1713.85,0.231950845,7388.85,556.15,7945,1135
" $457,860.00 ",457860,United States of America,03-01-2014,Medium," $43,144.50 "," $616,350.00 ",$3.00,March,3,Carretera," $115,345.50 ",$350.00," $573,205.50 ",Government," $1,761.00 ",2014,2014,43144.5,0.798771121,43144.5,616350,115345.5,0.201228879,573205.5,43144.5,616350,1761
" $112,000.00 ",112000,France,06-01-2014,Medium," $9,408.00 "," $134,400.00 ",$3.00,June,6,Carretera," $12,992.00 ",$300.00," $124,992.00 ",Small Business,$448.00,2014,2014,9408,0.896057348,9408,134400,12992,0.103942652,124992,9408,134400,448
" $545,250.00 ",545250,France,10-01-2014,Medium," $45,801.00 "," $654,300.00 ",$3.00,October,10,Carretera," $63,249.00 ",$300.00," $608,499.00 ",Small Business," $2,181.00 ",2014,2014,45801,0.896057348,45801,654300,63249,0.103942652,608499,45801,654300,2181
" $19,760.00 ",19760,France,10-01-2014,Medium," $2,766.40 "," $39,520.00 ",$5.00,October,10,Montana," $16,993.60 ",$20.00," $36,753.60 ",Government," $1,976.00 ",2014,2014,2766.4,0.537634409,2766.4,39520,16993.6,0.462365591,36753.6,2766.4,39520,1976
" $545,250.00 ",545250,France,10-01-2014,Medium," $45,801.00 "," $654,300.00 ",$5.00,October,10,Montana," $63,249.00 ",$300.00," $608,499.00 ",Small Business," $2,181.00 ",2014,2014,45801,0.896057348,45801,654300,63249,0.103942652,608499,45801,654300,2181
" $300,000.00 ",300000,Germany,11-01-2013,Medium," $21,875.00 "," $312,500.00 ",$5.00,November,11,Montana," $(9,375.00)",$125.00," $290,625.00 ",Enterprise," $2,500.00 ",2013,2013,21875,1.032258065,21875,312500,-9375,-0.032258065,290625,21875,312500,2500
" $425,500.00 ",425500,Canada,05-01-2014,Medium," $35,742.00 "," $510,600.00 ",$10.00,May,5,Paseo," $49,358.00 ",$300.00," $474,858.00 ",Small Business," $1,702.00 ",2014,2014,35742,0.896057348,35742,510600,49358,0.103942652,474858,35742,510600,1702
" $112,000.00 ",112000,France,06-01-2014,Medium," $9,408.00 "," $134,400.00 ",$10.00,June,6,Paseo," $12,992.00 ",$300.00," $124,992.00 ",Small Business,$448.00,2014,2014,9408,0.896057348,9408,134400,12992,0.103942652,124992,9408,134400,448
" $421,560.00 ",421560,Germany,07-01-2014,Medium," $30,738.75 "," $439,125.00 ",$10.00,July,7,Paseo," $(13,173.75)",$125.00," $408,386.25 ",Enterprise," $3,513.00 ",2014,2014,30738.75,1.032258065,30738.75,439125,-13173.75,-0.032258065,408386.25,30738.75,439125,3513
" $21,010.00 ",21010,France,08-01-2014,Medium," $2,206.05 "," $31,515.00 ",$10.00,August,8,Paseo," $8,298.95 ",$15.00," $29,308.95 ",Midmarket," $2,101.00 ",2014,2014,2206.05,0.716845878,2206.05,31515,8298.95,0.283154122,29308.95,2206.05,31515,2101
" $29,310.00 ",29310,United States of America,09-01-2013,Medium," $3,077.55 "," $43,965.00 ",$10.00,September,9,Paseo," $11,577.45 ",$15.00," $40,887.45 ",Midmarket," $2,931.00 ",2013,2013,3077.55,0.716845878,3077.55,43965,11577.45,0.283154122,40887.45,3077.55,43965,2931
" $15,350.00 ",15350,France,09-01-2014,Medium," $2,149.00 "," $30,700.00 ",$10.00,September,9,Paseo," $13,201.00 ",$20.00," $28,551.00 ",Government," $1,535.00 ",2014,2014,2149,0.537634409,2149,30700,13201,0.462365591,28551,2149,30700,1535
" $280,750.00 ",280750,Germany,09-01-2013,Medium," $23,583.00 "," $336,900.00 ",$10.00,September,9,Paseo," $32,567.00 ",$300.00," $313,317.00 ",Small Business," $1,123.00 ",2013,2013,23583,0.896057348,23583,336900,32567,0.103942652,313317,23583,336900,1123
" $351,000.00 ",351000,Canada,11-01-2013,Medium," $29,484.00 "," $421,200.00 ",$10.00,November,11,Paseo," $40,716.00 ",$300.00," $391,716.00 ",Small Business," $1,404.00 ",2013,2013,29484,0.896057348,29484,421200,40716,0.103942652,391716,29484,421200,1404
" $8,289.00 ",8289,Mexico,11-01-2013,Medium," $2,320.92 "," $33,156.00 ",$10.00,November,11,Paseo," $22,546.08 ",$12.00," $30,835.08 ",Channel Partners," $2,763.00 ",2013,2013,2320.92,0.268817204,2320.92,33156,22546.08,0.731182796,30835.08,2320.92,33156,2763
" $10,625.00 ",10625,Germany,12-01-2013,Medium," $1,041.25 "," $14,875.00 ",$10.00,December,12,Paseo," $3,208.75 ",$7.00," $13,833.75 ",Government," $2,125.00 ",2013,2013,1041.25,0.768049155,1041.25,14875,3208.75,0.231950845,13833.75,1041.25,14875,2125
" $414,750.00 ",414750,France,07-01-2014,Medium," $34,839.00 "," $497,700.00 ",$120.00,July,7,Velo," $48,111.00 ",$300.00," $462,861.00 ",Small Business," $1,659.00 ",2014,2014,34839,0.896057348,34839,497700,48111,0.103942652,462861,34839,497700,1659
" $6,090.00 ",6090,Mexico,08-01-2014,Medium,$852.60," $12,180.00 ",$120.00,August,8,Velo," $5,237.40 ",$20.00," $11,327.40 ",Government,$609.00,2014,2014,852.6,0.537634409,852.6,12180,5237.4,0.462365591,11327.4,852.6,12180,609
" $250,440.00 ",250440,Germany,09-01-2014,Medium," $18,261.25 "," $260,875.00 ",$120.00,September,9,Velo," $(7,826.25)",$125.00," $242,613.75 ",Enterprise," $2,087.00 ",2014,2014,18261.25,1.032258065,18261.25,260875,-7826.25,-0.032258065,242613.75,18261.25,260875,2087
" $19,760.00 ",19760,France,10-01-2014,Medium," $2,766.40 "," $39,520.00 ",$120.00,October,10,Velo," $16,993.60 ",$20.00," $36,753.60 ",Government," $1,976.00 ",2014,2014,2766.4,0.537634409,2766.4,39520,16993.6,0.462365591,36753.6,2766.4,39520,1976
" $14,210.00 ",14210,United States of America,12-01-2013,Medium," $1,989.40 "," $28,420.00 ",$120.00,December,12,Velo," $12,220.60 ",$20.00," $26,430.60 ",Government," $1,421.00 ",2013,2013,1989.4,0.537634409,1989.4,28420,12220.6,0.462365591,26430.6,1989.4,28420,1421
" $343,000.00 ",343000,United States of America,12-01-2014,Medium," $28,812.00 "," $411,600.00 ",$120.00,December,12,Velo," $39,788.00 ",$300.00," $382,788.00 ",Small Business," $1,372.00 ",2014,2014,28812,0.896057348,28812,411600,39788,0.103942652,382788,28812,411600,1372
" $5,880.00 ",5880,Germany,12-01-2013,Medium,$823.20," $11,760.00 ",$120.00,December,12,Velo," $5,056.80 ",$20.00," $10,936.80 ",Government,$588.00,2013,2013,823.2,0.537634409,823.2,11760,5056.8,0.462365591,10936.8,823.2,11760,588
" $9,733.50 ",9733.5,Canada,01-01-2014,Medium," $2,725.38 "," $38,934.00 ",$250.00,January,1,VTT," $26,475.12 ",$12.00," $36,208.62 ",Channel Partners," $3,244.50 ",2014,2014,2725.38,0.268817204,2725.38,38934,26475.12,0.731182796,36208.62,2725.38,38934,3244.5
" $239,750.00 ",239750,France,02-01-2014,Medium," $20,139.00 "," $287,700.00 ",$250.00,February,2,VTT," $27,811.00 ",$300.00," $267,561.00 ",Small Business,$959.00,2014,2014,20139,0.896057348,20139,287700,27811,0.103942652,267561,20139,287700,959
" $686,750.00 ",686750,Mexico,02-01-2014,Medium," $57,687.00 "," $824,100.00 ",$250.00,February,2,VTT," $79,663.00 ",$300.00," $766,413.00 ",Small Business," $2,747.00 ",2014,2014,57687,0.896057348,57687,824100,79663,0.103942652,766413,57687,824100,2747
" $197,400.00 ",197400,Canada,05-01-2014,Medium," $14,393.75 "," $205,625.00 ",$260.00,May,5,Amarilla," $(6,168.75)",$125.00," $191,231.25 ",Enterprise," $1,645.00 ",2014,2014,14393.75,1.032258065,14393.75,205625,-6168.75,-0.032258065,191231.25,14393.75,205625,1645
" $747,760.00 ",747760,France,09-01-2014,Medium," $70,462.00 "," $1,006,600.00 ",$260.00,September,9,Amarilla," $188,378.00 ",$350.00," $936,138.00 ",Government," $2,876.00 ",2014,2014,70462,0.798771121,70462,1006600,188378,0.201228879,936138,70462,1006600,2876
" $119,280.00 ",119280,Germany,09-01-2013,Medium," $8,697.50 "," $124,250.00 ",$260.00,September,9,Amarilla," $(3,727.50)",$125.00," $115,552.50 ",Enterprise,$994.00,2013,2013,8697.5,1.032258065,8697.5,124250,-3727.5,-0.032258065,115552.5,8697.5,124250,994
" $11,180.00 ",11180,Canada,11-01-2014,Medium," $1,565.20 "," $22,360.00 ",$260.00,November,11,Amarilla," $9,614.80 ",$20.00," $20,794.80 ",Government," $1,118.00 ",2014,2014,1565.2,0.537634409,1565.2,22360,9614.8,0.462365591,20794.8,1565.2,22360,1118
" $343,000.00 ",343000,United States of America,12-01-2014,Medium," $28,812.00 "," $411,600.00 ",$260.00,December,12,Amarilla," $39,788.00 ",$300.00," $382,788.00 ",Small Business," $1,372.00 ",2014,2014,28812,0.896057348,28812,411600,39788,0.103942652,382788,28812,411600,1372
" $2,440.00 ",2440,Canada,02-01-2014,Medium,$273.28," $3,416.00 ",$5.00,February,2,Montana,$702.72,$7.00," $3,142.72 ",Government,$488.00,2014,2014,273.28,0.776397516,273.28,3416,702.72,0.223602484,3142.72,273.28,3416,488
" $12,820.00 ",12820,United States of America,06-01-2014,Medium," $2,051.20 "," $25,640.00 ",$5.00,June,6,Montana," $10,768.80 ",$20.00," $23,588.80 ",Government," $1,282.00 ",2014,2014,2051.2,0.543478261,2051.2,25640,10768.8,0.456521739,23588.8,2051.2,25640,1282
" $1,285.00 ",1285,Canada,05-01-2014,Medium,$143.92," $1,799.00 ",$10.00,May,5,Paseo,$370.08,$7.00," $1,655.08 ",Government,$257.00,2014,2014,143.92,0.776397516,143.92,1799,370.08,0.223602484,1655.08,143.92,1799,257
" $12,820.00 ",12820,United States of America,06-01-2014,Medium," $2,051.20 "," $25,640.00 ",$260.00,June,6,Amarilla," $10,768.80 ",$20.00," $23,588.80 ",Government," $1,282.00 ",2014,2014,2051.2,0.543478261,2051.2,25640,10768.8,0.456521739,23588.8,2051.2,25640,1282
" $184,800.00 ",184800,Mexico,08-01-2014,Medium," $15,400.00 "," $192,500.00 ",$3.00,August,8,Carretera," $(7,700.00)",$125.00," $177,100.00 ",Enterprise," $1,540.00 ",2014,2014,15400,1.043478261,15400,192500,-7700,-0.043478261,177100,15400,192500,1540
" $4,900.00 ",4900,France,11-01-2014,Medium,$588.00," $7,350.00 ",$3.00,November,11,Carretera," $1,862.00 ",$15.00," $6,762.00 ",Midmarket,$490.00,2014,2014,588,0.724637681,588,7350,1862,0.275362319,6762,588,7350,490
" $354,120.00 ",354120,Mexico,12-01-2014,Medium," $38,136.00 "," $476,700.00 ",$3.00,December,12,Carretera," $84,444.00 ",$350.00," $438,564.00 ",Government," $1,362.00 ",2014,2014,38136,0.807453416,38136,476700,84444,0.192546584,438564,38136,476700,1362
" $25,010.00 ",25010,France,03-01-2014,Medium," $3,001.20 "," $37,515.00 ",$5.00,March,3,Montana," $9,503.80 ",$15.00," $34,513.80 ",Midmarket," $2,501.00 ",2014,2014,3001.2,0.724637681,3001.2,37515,9503.8,0.275362319,34513.8,3001.2,37515,2501
" $7,080.00 ",7080,Canada,06-01-2014,Medium," $1,132.80 "," $14,160.00 ",$5.00,June,6,Montana," $5,947.20 ",$20.00," $13,027.20 ",Government,$708.00,2014,2014,1132.8,0.543478261,1132.8,14160,5947.2,0.456521739,13027.2,1132.8,14160,708
" $6,450.00 ",6450,Germany,07-01-2014,Medium," $1,032.00 "," $12,900.00 ",$5.00,July,7,Montana," $5,418.00 ",$20.00," $11,868.00 ",Government,$645.00,2014,2014,1032,0.543478261,1032,12900,5418,0.456521739,11868,1032,12900,645
" $390,500.00 ",390500,France,08-01-2014,Medium," $37,488.00 "," $468,600.00 ",$5.00,August,8,Montana," $40,612.00 ",$300.00," $431,112.00 ",Small Business," $1,562.00 ",2014,2014,37488,0.905797101,37488,468600,40612,0.094202899,431112,37488,468600,1562
" $320,750.00 ",320750,Canada,09-01-2013,Medium," $30,792.00 "," $384,900.00 ",$5.00,September,9,Montana," $33,358.00 ",$300.00," $354,108.00 ",Small Business," $1,283.00 ",2013,2013,30792,0.905797101,30792,384900,33358,0.094202899,354108,30792,384900,1283
" $7,110.00 ",7110,Germany,12-01-2014,Medium,$853.20," $10,665.00 ",$5.00,December,12,Montana," $2,701.80 ",$15.00," $9,811.80 ",Midmarket,$711.00,2014,2014,853.2,0.724637681,853.2,10665,2701.8,0.275362319,9811.8,853.2,10665,711
" $133,680.00 ",133680,Mexico,03-01-2014,Medium," $11,140.00 "," $139,250.00 ",$10.00,March,3,Paseo," $(5,570.00)",$125.00," $128,110.00 ",Enterprise," $1,114.00 ",2014,2014,11140,1.043478261,11140,139250,-5570,-0.043478261,128110,11140,139250,1114
" $6,295.00 ",6295,Germany,04-01-2014,Medium,$705.04," $8,813.00 ",$10.00,April,4,Paseo," $1,812.96 ",$7.00," $8,107.96 ",Government," $1,259.00 ",2014,2014,705.04,0.776397516,705.04,8813,1812.96,0.223602484,8107.96,705.04,8813,1259
" $5,475.00 ",5475,Germany,05-01-2014,Medium,$613.20," $7,665.00 ",$10.00,May,5,Paseo," $1,576.80 ",$7.00," $7,051.80 ",Government," $1,095.00 ",2014,2014,613.2,0.776397516,613.2,7665,1576.8,0.223602484,7051.8,613.2,7665,1095
" $13,660.00 ",13660,Germany,06-01-2014,Medium," $2,185.60 "," $27,320.00 ",$10.00,June,6,Paseo," $11,474.40 ",$20.00," $25,134.40 ",Government," $1,366.00 ",2014,2014,2185.6,0.543478261,2185.6,27320,11474.4,0.456521739,25134.4,2185.6,27320,1366
" $615,000.00 ",615000,Mexico,06-01-2014,Medium," $59,040.00 "," $738,000.00 ",$10.00,June,6,Paseo," $63,960.00 ",$300.00," $678,960.00 ",Small Business," $2,460.00 ",2014,2014,59040,0.905797101,59040,738000,63960,0.094202899,678960,59040,738000,2460
" $3,390.00 ",3390,United States of America,08-01-2014,Medium,$379.68," $4,746.00 ",$10.00,August,8,Paseo,$976.32,$7.00," $4,366.32 ",Government,$678.00,2014,2014,379.68,0.776397516,379.68,4746,976.32,0.223602484,4366.32,379.68,4746,678
" $7,990.00 ",7990,Germany,08-01-2014,Medium,$894.88," $11,186.00 ",$10.00,August,8,Paseo," $2,301.12 ",$7.00," $10,291.12 ",Government," $1,598.00 ",2014,2014,894.88,0.776397516,894.88,11186,2301.12,0.223602484,10291.12,894.88,11186,1598
" $12,045.00 ",12045,Germany,09-01-2013,Medium," $1,349.04 "," $16,863.00 ",$10.00,September,9,Paseo," $3,468.96 ",$7.00," $15,513.96 ",Government," $2,409.00 ",2013,2013,1349.04,0.776397516,1349.04,16863,3468.96,0.223602484,15513.96,1349.04,16863,2409
" $19,340.00 ",19340,Germany,09-01-2014,Medium," $3,094.40 "," $38,680.00 ",$10.00,September,9,Paseo," $16,245.60 ",$20.00," $35,585.60 ",Government," $1,934.00 ",2014,2014,3094.4,0.543478261,3094.4,38680,16245.6,0.456521739,35585.6,3094.4,38680,1934
" $29,930.00 ",29930,Mexico,09-01-2014,Medium," $4,788.80 "," $59,860.00 ",$10.00,September,9,Paseo," $25,141.20 ",$20.00," $55,071.20 ",Government," $2,993.00 ",2014,2014,4788.8,0.543478261,4788.8,59860,25141.2,0.456521739,55071.2,4788.8,59860,2993
" $557,960.00 ",557960,Germany,11-01-2013,Medium," $60,088.00 "," $751,100.00 ",$10.00,November,11,Paseo," $133,052.00 ",$350.00," $691,012.00 ",Government," $2,146.00 ",2013,2013,60088,0.807453416,60088,751100,133052,0.192546584,691012,60088,751100,2146
" $9,730.00 ",9730,Mexico,12-01-2013,Medium," $1,089.76 "," $13,622.00 ",$10.00,December,12,Paseo," $2,802.24 ",$7.00," $12,532.24 ",Government," $1,946.00 ",2013,2013,1089.76,0.776397516,1089.76,13622,2802.24,0.223602484,12532.24,1089.76,13622,1946
" $354,120.00 ",354120,Mexico,12-01-2014,Medium," $38,136.00 "," $476,700.00 ",$10.00,December,12,Paseo," $84,444.00 ",$350.00," $438,564.00 ",Government," $1,362.00 ",2014,2014,38136,0.807453416,38136,476700,84444,0.192546584,438564,38136,476700,1362
" $1,794.00 ",1794,Canada,03-01-2014,Medium,$574.08," $7,176.00 ",$120.00,March,3,Velo," $4,807.92 ",$12.00," $6,601.92 ",Channel Partners,$598.00,2014,2014,574.08,0.271739130,574.08,7176,4807.92,0.728260870,6601.92,574.08,7176,598
" $14,535.00 ",14535,United States of America,06-01-2014,Medium," $1,627.92 "," $20,349.00 ",$120.00,June,6,Velo," $4,186.08 ",$7.00," $18,721.08 ",Government," $2,907.00 ",2014,2014,1627.92,0.776397516,1627.92,20349,4186.08,0.223602484,18721.08,1627.92,20349,2907
" $11,690.00 ",11690,Germany,06-01-2014,Medium," $1,309.28 "," $16,366.00 ",$120.00,June,6,Velo," $3,366.72 ",$7.00," $15,056.72 ",Government," $2,338.00 ",2014,2014,1309.28,0.776397516,1309.28,16366,3366.72,0.223602484,15056.72,1309.28,16366,2338
" $96,500.00 ",96500,France,11-01-2013,Medium," $9,264.00 "," $115,800.00 ",$120.00,November,11,Velo," $10,036.00 ",$300.00," $106,536.00 ",Small Business,$386.00,2013,2013,9264,0.905797101,9264,115800,10036,0.094202899,106536,9264,115800,386
" $158,750.00 ",158750,Mexico,12-01-2014,Medium," $15,240.00 "," $190,500.00 ",$120.00,December,12,Velo," $16,510.00 ",$300.00," $175,260.00 ",Small Business,$635.00,2014,2014,15240,0.905797101,15240,190500,16510,0.094202899,175260,15240,190500,635
" $149,370.00 ",149370,France,04-01-2014,Medium," $16,086.00 "," $201,075.00 ",$250.00,April,4,VTT," $35,619.00 ",$350.00," $184,989.00 ",Government,$574.50,2014,2014,16086,0.807453416,16086,201075,35619,0.192546584,184989,16086,201075,574.5
" $11,690.00 ",11690,Germany,06-01-2014,Medium," $1,309.28 "," $16,366.00 ",$250.00,June,6,VTT," $3,366.72 ",$7.00," $15,056.72 ",Government," $2,338.00 ",2014,2014,1309.28,0.776397516,1309.28,16366,3366.72,0.223602484,15056.72,1309.28,16366,2338
" $99,060.00 ",99060,France,08-01-2014,Medium," $10,668.00 "," $133,350.00 ",$250.00,August,8,VTT," $23,622.00 ",$350.00," $122,682.00 ",Government,$381.00,2014,2014,10668,0.807453416,10668,133350,23622,0.192546584,122682,10668,133350,381
" $109,720.00 ",109720,Germany,08-01-2014,Medium," $11,816.00 "," $147,700.00 ",$250.00,August,8,VTT," $26,164.00 ",$350.00," $135,884.00 ",Government,$422.00,2014,2014,11816,0.807453416,11816,147700,26164,0.192546584,135884,11816,147700,422
" $533,500.00 ",533500,Canada,09-01-2014,Medium," $51,216.00 "," $640,200.00 ",$250.00,September,9,VTT," $55,484.00 ",$300.00," $588,984.00 ",Small Business," $2,134.00 ",2014,2014,51216,0.905797101,51216,640200,55484,0.094202899,588984,51216,640200,2134
" $202,000.00 ",202000,United States of America,12-01-2013,Medium," $19,392.00 "," $242,400.00 ",$250.00,December,12,VTT," $21,008.00 ",$300.00," $223,008.00 ",Small Business,$808.00,2013,2013,19392,0.905797101,19392,242400,21008,0.094202899,223008,19392,242400,808
" $7,080.00 ",7080,Canada,06-01-2014,Medium," $1,132.80 "," $14,160.00 ",$260.00,June,6,Amarilla," $5,947.20 ",$20.00," $13,027.20 ",Government,$708.00,2014,2014,1132.8,0.543478261,1132.8,14160,5947.2,0.456521739,13027.2,1132.8,14160,708
" $14,535.00 ",14535,United States of America,06-01-2014,Medium," $1,627.92 "," $20,349.00 ",$260.00,June,6,Amarilla," $4,186.08 ",$7.00," $18,721.08 ",Government," $2,907.00 ",2014,2014,1627.92,0.776397516,1627.92,20349,4186.08,0.223602484,18721.08,1627.92,20349,2907
" $13,660.00 ",13660,Germany,06-01-2014,Medium," $2,185.60 "," $27,320.00 ",$260.00,June,6,Amarilla," $11,474.40 ",$20.00," $25,134.40 ",Government," $1,366.00 ",2014,2014,2185.6,0.543478261,2185.6,27320,11474.4,0.456521739,25134.4,2185.6,27320,1366
